4,11.647
9,13.384
10,13.13
11,11.447000000000001
20,13.334000000000001
23,12.597000000000001
29,13.15
34,11.548
35,15.715
39,11.405999999999999
40,11.335
43,11.589
44,12.62
54,13.75
59,11.87
64,11.777999999999999
67,12.708
72,13.51
73,12.457
76,11.957
79,11.349
82,14.841
83,13.425999999999998
84,13.324000000000002
87,11.34
88,11.774000000000001
90,14.116
91,12.625
101,13.32
102,12.081
108,13.503
111,8.736
119,13.91
121,13.216
122,11.777999999999999
125,13.015
127,10.860999999999999
128,11.287
129,14.639000000000001
135,11.695
143,11.914000000000001
145,11.78
148,12.878
150,11.432
158,13.433
161,13.83
165,11.783
170,13.392000000000001
173,12.587
174,11.787
175,12.67
177,16.059
179,14.662
180,11.222000000000001
181,11.845
182,12.071
186,12.046
188,11.208
189,12.253
202,14.914000000000001
203,12.372
204,14.624
205,11.865
206,15.777999999999999
209,12.664000000000001
210,13.42
212,12.357999999999999
214,13.264000000000001
215,11.238
219,12.165
222,11.23
223,13.3
227,11.353
229,15.745
231,11.478
234,11.232999999999999
246,13.012
250,12.345
251,12.619000000000002
253,10.719000000000001
254,8.3
255,13.315
257,13.532
260,14.544
270,12.765999999999998
273,12.422
274,12.815999999999999
275,11.369000000000002
276,12.812999999999999
277,12.958
278,12.323
280,14.004000000000001
281,13.975
284,10.905
289,13.283
299,12.04
300,15.552
305,13.485999999999999
310,13.377
314,13.296
321,7.143
324,12.203
326,12.193
331,13.123
336,11.683
337,11.592
338,11.581
340,14.479000000000001
342,11.762
344,11.931
345,12.029000000000002
346,12.116
347,11.662
350,8.331
351,11.245999999999999
353,12.684000000000001
355,12.87
359,12.894
363,12.273
368,15.605
373,12.806
375,11.591
384,11.539000000000001
389,13.429
390,11.895999999999999
391,11.392999999999999
392,12.035
397,10.683
398,13.475
404,12.955
405,12.186
406,9.079
407,12.868
412,7.547999999999999
416,9.654
421,11.715
423,12.341
424,12.408
425,14.35
428,11.105
430,11.587
431,12.821
433,12.349
435,13.710999999999999
439,12.255999999999998
442,13.207
444,13.274000000000001
445,13.665999999999999
446,11.453
449,11.965
452,11.33
453,14.081
454,12.285
455,11.966
457,13.17
459,11.022
463,11.387
464,8.672
466,12.655999999999999
470,12.165999999999999
478,12.375
484,12.72
485,13.054
488,13.048
491,13.376
492,15.432
498,12.902999999999999
504,12.128
505,14.444
507,11.475999999999999
508,14.543
509,13.595999999999998
511,13.415
512,14.787
513,11.367
514,12.025
519,11.582
521,11.132
522,11.595999999999998
533,12.449000000000002
537,13.377
539,10.812000000000001
546,11.867
552,12.145999999999999
553,12.638
558,15.195
559,13.442
560,13.687999999999999
563,11.911
564,13.712
565,11.147
571,12.402999999999999
580,13.044
581,14.08
590,9.352
591,11.39
597,14.988
598,11.921
600,8.927999999999999
601,11.395
602,8.956
604,13.369000000000002
607,14.610999999999999
610,13.109000000000002
615,9.317
620,8.75
624,12.879000000000001
625,14.54
627,11.583
628,9.307
629,12.571
637,9.134
640,14.087
642,11.999
644,10.897
645,12.073
646,12.130999999999998
648,12.073
657,14.02
661,13.948
662,13.034
667,13.369000000000002
670,7.601
682,7.106
686,11.333
687,13.237
688,12.850999999999999
689,14.274000000000001
693,12.814
699,12.092
700,8.102
706,13.22
709,11.948
710,10.889000000000001
713,13.574000000000002
714,11.743
717,11.402000000000001
720,12.264000000000001
726,11.385
727,12.159
728,12.475999999999999
733,11.89
734,12.843
744,13.659
745,14.862
752,12.159
753,12.58
755,8.979
756,13.898
758,12.149000000000001
759,12.924000000000001
760,11.515999999999998
761,8.985
765,14.697000000000001
767,11.424000000000001
769,12.341
770,12.34
773,10.824000000000002
774,11.909
775,11.972999999999999
777,13.075999999999999
778,11.354000000000001
783,13.132
786,11.475999999999999
791,12.040999999999999
795,13.645999999999999
796,13.823
799,11.224
800,14.383
801,11.81
803,14.718
804,11.458
805,13.56
807,12.68
808,13.534
810,11.628
811,11.341
814,14.91
818,11.725
819,12.4
