10.163,13.003,10.208,8.411,12.385,15.166,14.602,8.880,11.223,12.988,13.211,8.966,10.213,11.538,8.085,7.793,12.217,13.247,15.212,14.178,12.923,8.295,12.474,-0.194,13.427,2.268,0.617,1.723,1.327,3.270,11.538
5.958,4.603,10.742,10.881,12.890,13.133,12.188,11.788,13.458,13.396,14.188,7.894,7.944,12.060,8.698,9.930,13.462,15.249,13.698,12.430,10.316,6.989,12.833,2.032,12.000,2.399,0.365,2.018,2.031,1.888,11.075
13.577,13.916,19.037,10.794,15.338,19.827,16.489,12.529,16.101,14.389,12.918,11.605,12.480,16.323,14.515,16.794,16.381,15.902,16.017,17.421,17.854,11.852,13.609,-0.074,15.044,2.033,2.259,1.771,1.810,1.666,15.029
8.450,12.192,12.672,10.732,11.974,13.774,11.411,12.504,12.852,14.361,13.866,10.374,8.963,13.450,13.058,10.582,12.125,16.616,15.815,14.372,11.777,9.303,12.070,-0.101,13.414,1.886,1.624,1.948,1.811,1.581,12.317
5.651,13.475,12.742,13.640,11.611,5.052,6.040,7.804,7.767,11.026,13.073,8.172,9.607,9.399,12.797,17.004,11.044,13.207,12.156,13.316,8.268,6.881,12.439,1.042,11.647,1.786,2.237,2.126,1.297,2.017,10.529
9.353,7.992,9.154,10.564,12.701,17.220,12.404,13.122,13.671,13.016,12.607,11.420,8.889,10.495,9.324,11.330,11.489,16.172,12.627,16.330,14.395,8.267,12.830,1.764,11.782,1.965,2.043,2.078,1.797,1.536,11.973
5.040,5.697,9.983,10.153,11.342,13.032,11.748,10.150,13.811,12.664,12.980,7.600,10.935,12.374,7.398,10.806,13.348,13.127,13.406,14.295,14.810,8.207,11.520,0.219,12.268,2.150,1.948,2.307,5.042,2.029,11.062
8.317,5.519,10.758,11.624,12.262,10.923,12.184,11.210,12.330,13.256,14.689,8.939,10.478,12.766,8.548,12.417,12.583,14.580,15.112,14.982,13.057,8.352,11.683,-0.030,14.611,5.165,2.348,1.623,1.863,2.761,11.590
6.356,8.553,13.378,9.983,13.386,11.755,9.232,11.294,11.855,13.273,11.900,9.294,8.483,11.881,11.163,10.320,11.771,13.465,12.736,13.983,12.490,8.513,11.397,-0.441,11.308,1.819,2.559,0.773,1.138,1.925,11.151
5.415,9.725,14.103,9.002,13.020,10.910,12.579,11.388,13.668,13.712,11.943,9.875,13.888,14.214,12.823,13.880,16.158,15.730,15.267,12.113,14.596,11.201,12.815,1.151,13.384,0.991,1.898,2.745,2.230,0.941,12.523
13.395,8.776,9.704,12.832,12.666,17.009,12.762,12.134,12.997,12.876,11.623,8.454,9.047,10.868,12.138,15.354,12.370,15.572,13.954,17.891,14.593,10.103,11.360,1.274,13.130,1.853,1.355,2.464,1.964,1.031,12.543
7.574,8.718,11.709,10.172,11.496,15.440,11.576,11.550,6.242,13.093,13.635,8.552,8.243,10.427,7.842,9.543,8.926,12.598,14.504,9.683,10.320,5.352,13.623,1.017,11.447,1.363,1.006,1.902,0.701,1.926,10.470
7.359,8.153,11.350,10.662,13.257,12.350,12.825,9.834,13.308,13.764,12.648,9.421,12.111,12.329,9.072,10.612,10.728,17.403,16.605,13.245,12.214,10.414,12.963,-0.166,14.055,0.976,2.196,1.912,1.899,3.448,11.853
13.162,8.142,5.215,8.104,10.893,16.334,12.208,12.422,14.659,13.978,12.836,7.791,9.089,10.140,8.536,6.505,9.699,11.618,11.951,11.995,9.473,5.131,11.581,2.342,12.625,2.150,0.848,1.863,3.926,2.907,10.498
8.185,5.523,8.771,10.178,10.312,8.814,5.878,9.178,7.724,12.723,12.868,5.701,7.334,12.411,7.589,9.890,10.605,10.839,14.500,11.131,6.499,5.590,10.441,2.299,8.574,5.006,2.507,1.273,3.780,2.214,9.247
9.276,11.287,15.742,11.753,12.553,14.099,13.877,12.671,13.299,13.856,13.096,10.819,9.529,14.449,12.919,13.354,13.365,15.893,12.876,18.739,14.773,10.817,11.871,0.340,13.628,1.908,2.529,1.959,1.986,0.557,13.083
8.004,5.695,11.140,10.810,12.913,11.115,12.121,10.823,12.917,13.166,14.274,9.060,10.607,12.795,8.283,12.913,12.314,14.293,15.391,15.209,12.388,8.469,11.526,0.260,13.668,4.957,1.762,1.981,1.407,3.158,11.575
8.228,11.401,9.265,13.418,12.199,12.108,11.519,12.368,11.321,11.813,11.402,9.810,9.426,11.158,12.630,13.312,13.553,14.046,11.910,9.034,13.143,8.635,10.497,1.785,12.849,2.105,0.818,1.178,0.757,1.400,11.400
6.261,8.314,10.904,11.280,14.030,14.128,12.128,10.500,10.031,12.076,12.289,6.918,9.557,12.674,10.519,13.467,11.648,15.346,15.161,16.207,11.020,10.007,12.111,-0.027,12.398,1.155,2.105,1.064,3.684,3.146,11.590
4.778,8.449,9.959,9.698,12.858,11.410,13.186,10.071,12.822,13.670,13.063,10.990,11.524,14.063,11.872,9.803,11.747,15.310,13.202,15.025,12.436,7.665,13.621,0.363,13.646,3.875,1.809,2.156,1.292,2.104,11.618
5.505,10.042,14.400,9.254,13.048,10.861,12.584,10.776,13.552,13.141,12.109,9.869,13.939,14.470,13.070,14.189,15.936,15.720,15.074,12.293,15.531,11.069,13.457,0.812,13.334,0.715,1.589,2.966,1.988,0.550,12.604
8.696,5.356,8.287,7.309,12.581,11.814,12.582,10.820,11.913,13.496,12.356,9.718,8.463,8.813,10.251,9.754,10.629,13.275,12.059,13.759,14.435,6.926,11.371,1.866,12.600,1.567,2.834,4.184,1.263,1.059,10.637
7.814,5.606,11.422,11.653,12.460,10.761,12.316,11.049,12.405,13.067,14.716,8.881,10.462,12.507,8.616,13.390,12.763,14.186,15.527,15.263,12.865,8.542,11.532,0.053,13.704,5.045,1.740,2.066,2.060,3.070,11.644
7.746,5.316,10.558,10.800,13.227,14.775,12.066,12.690,13.822,13.798,13.754,11.169,9.244,10.622,11.631,11.106,12.062,14.225,13.864,11.850,13.671,7.278,13.015,0.835,12.597,1.847,2.068,2.704,0.972,1.846,11.665
10.525,9.971,10.428,10.823,11.933,13.623,9.371,12.044,12.148,13.511,13.379,10.322,8.152,8.700,9.317,11.620,13.335,15.596,14.037,10.906,12.806,5.908,12.601,0.285,11.792,0.847,3.317,1.484,0.925,1.606,11.350
10.837,12.509,8.907,10.345,13.929,13.737,13.464,12.294,14.300,12.913,12.713,10.380,9.811,11.800,11.400,9.460,13.947,14.925,15.776,13.387,11.253,7.538,11.428,-0.343,12.151,1.495,1.121,1.717,0.719,1.384,12.046
7.736,7.742,11.761,9.775,12.468,14.978,12.463,10.009,11.943,13.952,13.753,10.930,10.663,10.329,8.256,8.109,12.378,14.791,14.852,10.440,13.196,6.062,12.996,0.192,13.040,2.666,1.077,2.679,0.545,1.097,11.286
5.649,5.936,8.574,6.898,8.982,11.099,9.679,11.752,8.980,13.857,13.734,7.720,5.917,7.947,5.241,8.555,10.841,11.807,13.717,7.470,8.396,5.565,13.285,2.271,12.150,0.769,2.171,3.372,1.725,2.438,9.200
5.816,4.808,10.609,11.117,12.957,13.701,12.525,11.495,13.085,13.589,14.143,7.972,7.677,12.032,9.223,10.075,13.196,15.202,13.633,12.394,10.493,7.208,12.904,1.915,12.152,2.249,1.030,2.112,2.136,1.827,11.124
6.301,12.307,15.042,11.984,11.675,16.194,13.935,11.950,15.387,13.643,12.664,11.483,10.178,13.435,9.021,10.226,12.092,13.888,14.862,14.616,13.367,8.018,12.890,0.627,13.150,1.147,0.676,1.957,2.491,0.776,12.398
7.061,7.810,11.505,10.558,13.678,12.807,13.051,10.221,12.925,13.075,13.022,8.956,11.813,12.381,9.155,10.656,10.392,17.162,15.772,13.197,12.750,9.889,13.354,-0.098,13.753,1.328,1.802,1.801,1.784,2.882,11.791
5.044,8.785,12.146,7.464,12.324,12.674,11.229,9.229,11.394,13.070,11.884,10.170,10.322,10.900,10.170,10.681,12.080,12.936,13.981,10.158,10.635,6.290,11.919,2.044,11.903,1.292,1.723,3.358,2.764,0.968,10.673
10.298,13.090,16.578,10.910,16.110,14.929,16.154,12.544,16.797,14.521,14.023,11.756,10.578,13.431,13.319,9.827,12.707,16.513,14.438,12.058,18.404,5.787,12.859,1.856,13.959,1.991,1.735,1.997,0.850,1.903,13.375
5.036,7.003,10.476,10.245,10.800,11.155,12.855,11.212,8.470,12.823,12.590,8.359,10.706,11.634,8.637,11.803,11.353,14.279,14.933,12.902,11.806,7.390,12.465,1.811,12.023,2.137,1.911,1.448,2.056,2.262,10.823
7.884,8.602,11.177,10.005,11.688,15.691,11.608,11.625,7.065,14.105,12.878,8.476,8.208,10.614,7.665,9.360,8.141,12.513,14.531,9.814,10.366,5.818,12.886,1.218,11.548,0.896,0.797,1.817,1.092,2.347,10.466
19.142,12.536,14.551,8.780,14.939,14.636,15.460,12.127,12.120,12.322,12.912,11.021,11.699,14.544,14.068,14.271,14.876,15.471,15.065,14.497,17.265,8.258,11.870,1.076,15.715,2.763,0.917,2.881,3.827,1.977,13.584
5.902,6.630,8.041,8.484,10.297,13.487,10.980,10.402,7.665,12.743,10.889,4.119,9.396,8.461,7.048,6.500,11.392,12.391,10.576,14.897,10.008,5.474,10.377,1.730,10.289,1.865,2.413,2.327,2.174,0.667,9.398
7.401,5.697,9.729,11.234,12.932,14.968,12.776,10.956,14.226,14.351,15.199,10.125,10.710,11.745,12.179,13.526,12.952,14.471,16.301,11.898,14.036,9.111,13.856,1.780,13.976,0.396,1.726,2.899,1.779,1.902,12.190
6.011,7.532,12.752,9.340,13.098,13.707,13.452,9.741,9.936,15.211,13.977,7.300,8.306,11.236,9.371,11.548,11.154,16.516,13.942,14.594,13.629,8.474,13.885,-0.033,13.233,1.660,1.049,1.837,2.125,2.121,11.509
10.049,4.989,9.149,10.900,10.074,12.125,9.973,9.877,10.802,11.781,11.427,6.810,6.189,10.191,7.394,9.574,8.820,11.639,12.809,12.377,6.517,7.065,11.563,0.823,11.406,1.746,2.292,1.089,1.132,2.292,9.656
9.012,5.286,9.203,11.593,10.423,12.053,9.613,9.729,11.183,11.794,11.334,7.502,5.992,9.911,7.084,9.220,9.085,11.348,13.484,13.262,6.669,6.783,12.072,0.910,11.335,2.283,1.805,0.693,0.682,2.133,9.723
10.127,10.502,13.555,12.254,11.366,17.827,15.466,10.606,13.861,13.575,14.016,8.817,8.255,12.358,11.886,11.445,12.204,14.668,16.206,14.561,10.027,7.784,12.257,0.132,13.715,2.065,3.094,1.072,1.987,2.045,12.331
8.679,7.402,12.442,8.089,12.020,12.320,8.040,6.802,8.205,13.606,13.110,9.321,8.964,13.351,9.078,11.084,10.480,13.928,13.437,11.541,12.586,6.736,12.983,1.613,11.417,3.805,3.545,2.164,1.201,2.040,10.618
7.631,8.259,11.540,9.646,12.015,15.890,11.965,11.582,7.101,13.887,13.342,8.477,8.140,10.040,7.587,9.254,9.115,12.720,14.535,9.358,10.754,5.529,13.219,1.062,11.589,0.764,1.146,2.125,0.640,1.943,10.504
6.800,12.757,14.222,10.196,11.885,14.558,12.170,11.757,9.188,13.533,10.789,7.510,9.178,12.106,8.478,13.308,12.674,14.470,15.188,14.762,14.121,7.296,11.531,0.925,12.620,1.949,5.510,1.967,1.885,1.068,11.673
9.119,5.752,10.026,10.170,8.723,11.714,9.817,11.708,7.190,12.560,12.624,9.329,8.111,9.826,8.961,10.504,9.629,13.705,11.608,13.227,8.817,3.978,13.107,1.889,11.532,1.647,2.477,3.150,2.974,1.127,10.009
11.145,13.347,14.743,15.279,13.783,15.966,13.943,10.116,14.479,13.197,12.455,9.570,9.304,12.050,12.925,15.686,13.123,15.137,14.205,17.680,15.862,10.454,12.801,-0.253,14.357,0.766,4.849,5.215,2.418,2.023,13.359
8.903,8.287,10.449,8.693,11.933,11.394,12.630,11.705,13.952,11.509,12.647,6.384,6.078,10.454,11.495,10.724,12.456,11.152,13.595,11.523,8.998,6.514,11.512,1.805,11.334,0.989,1.637,1.961,1.705,1.745,10.565
5.994,7.160,16.192,13.263,14.782,14.253,14.665,11.941,7.505,14.772,14.705,9.122,11.581,11.720,10.291,11.178,10.747,16.009,13.956,9.806,14.073,6.751,11.976,-0.167,11.740,1.919,2.162,2.753,0.869,1.431,11.845
